uniprot_id,database,processed,has_go_terms,has_go_terms_pair
P18239,Previous_Study,True,True,True
O15393,Previous_Study,True,True,True
P01027,Previous_Study,True,True,True
P14384,Previous_Study,True,True,True
P10987,Previous_Study,True,True,True
P01594,Previous_Study,True,True,True
P01764,Previous_Study,True,True,True
O55038,Previous_Study,True,True,True
P01772,Previous_Study,True,True,True
P11551,Previous_Study,True,True,True
O15394,Previous_Study,True,True,True
P02686,Previous_Study,True,True,True
O49523,Previous_Study,True,True,True
P19934,Previous_Study,True,True,True
P02767,Previous_Study,True,True,True
O48737,Previous_Study,True,True,True
P03126,Previous_Study,True,True,True
P03485,Previous_Study,True,True,True
P03952,Previous_Study,True,True,True
P01317,Previous_Study,True,True,True
A0A024B7W1,Previous_Study,True,True,True
P09032,Previous_Study,True,True,True
P0DJL7,Previous_Study,True,True,True
P08487,Previous_Study,True,True,True
O61722,Previous_Study,True,True,True
O60759,Previous_Study,True,True,True
O60381,Previous_Study,True,True,True
O94868,Previous_Study,True,True,True
P0C1S8,Previous_Study,True,True,True
O53664,Previous_Study,True,True,True
P09326,Previous_Study,True,True,True
P07998,Previous_Study,True,True,True
O00451,Previous_Study,True,True,True
P10082,Previous_Study,True,True,True
P06907,Previous_Study,True,True,True
P00326,Previous_Study,True,True,True
P01597,Previous_Study,True,True,True
P05120,Previous_Study,True,True,True
P12645,Previous_Study,True,True,True
P13598,Previous_Study,True,False,True
P14091,Previous_Study,True,True,True
A0A075TRK9,Previous_Study,True,True,True
P06312,Previous_Study,True,True,True
P01700,Previous_Study,True,True,True
P19087,Previous_Study,True,True,True
P01704,Previous_Study,True,True,True
P13929,Previous_Study,True,True,True
P14209,Previous_Study,True,False,True
A6XH05,Previous_Study,True,True,True
P0ABV6,Previous_Study,True,True,True
P0CG04,Previous_Study,True,True,True
P18545,Previous_Study,True,True,True
A6NED2,Previous_Study,True,True,True
P14069,Previous_Study,True,True,True
P0C5Z0,Previous_Study,True,True,True
O08722,Previous_Study,True,True,True
P0AB58,Previous_Study,True,True,True
B2RHG1,Previous_Study,True,True,True
A6ND01,Previous_Study,True,True,True
C0LGQ5,Previous_Study,True,True,True
O00399,Previous_Study,True,True,True
O00757,Previous_Study,True,True,True
P0DOY2,Previous_Study,True,True,True
P00568,Previous_Study,True,True,True
P0A744,Previous_Study,True,True,True
P19156,Previous_Study,True,True,True
O14793,Previous_Study,True,True,True
P05112,Previous_Study,True,True,True
P01584,Previous_Study,True,True,True
P01588,Previous_Study,True,True,True
A0QWG6,Previous_Study,True,True,True
P01586,Previous_Study,True,True,True
O14782,Previous_Study,True,True,True
P01579,Previous_Study,True,True,True
P19926,Previous_Study,True,True,True
P11488,Previous_Study,True,True,True
O75970,Previous_Study,True,True,True
P01575,Previous_Study,True,True,True
P00958,Previous_Study,True,True,True
P21570,Previous_Study,True,True,True
O15496,Previous_Study,True,True,True
P13489,Previous_Study,True,True,True
P01258,Previous_Study,True,True,True
P21187,Previous_Study,True,True,True
P01282,Previous_Study,True,True,True
P20042,Previous_Study,True,True,True
P01315,Previous_Study,True,True,True
P01501,Previous_Study,True,True,True
P01555,Previous_Study,True,True,True
P21327,Previous_Study,True,True,True
P01556,Previous_Study,True,True,True
P20290,Previous_Study,True,True,True
P20068,Previous_Study,True,True,True
P20826,Previous_Study,True,True,True
P0AEU7,Previous_Study,True,True,True
P18510,Previous_Study,True,True,True
P13232,Previous_Study,True,True,True
P04739,Previous_Study,True,True,True
P15018,Previous_Study,True,True,True
P03087,Previous_Study,True,True,True
A4YDT1,Previous_Study,True,True,True
P04418,Previous_Study,True,True,True
P04347,Previous_Study,True,True,True
P15891,Previous_Study,True,True,True
P04351,Previous_Study,True,True,True
P04370,Previous_Study,True,True,True
P04385,Previous_Study,True,True,True
O15123,Previous_Study,True,True,True
P15391,Previous_Study,True,True,True
O75822,Previous_Study,True,True,True
P12955,Previous_Study,True,True,True
P14738,Previous_Study,True,True,True
P04776,Previous_Study,True,True,True
P02585,Previous_Study,True,True,True
P16686,Previous_Study,True,True,True
P18670,Previous_Study,True,True,True
P02091,Previous_Study,True,True,True
P04002,Previous_Study,True,True,True
P14079,Previous_Study,True,True,True
O95998,Previous_Study,True,True,True
A0A0D1DWQ2,Previous_Study,True,True,True
P05030,Previous_Study,True,True,True
P13725,Previous_Study,True,True,True
P18054,Previous_Study,True,True,True
P18065,Previous_Study,True,True,True
O43559,Previous_Study,True,True,True
O43572,Previous_Study,True,True,True
P17741,Previous_Study,True,True,True
P10852,Previous_Study,True,True,True
P16860,Previous_Study,True,True,True
P02747,Previous_Study,True,True,True
P04899,Previous_Study,True,True,True
P17555,Previous_Study,True,True,True
P02294,Previous_Study,True,True,True
P0C0L5,Previous_Study,True,True,True
O75886,Previous_Study,True,True,True
C6KSX0,Previous_Study,True,True,True
O75962,Previous_Study,True,True,True
O76041,Previous_Study,True,True,True
P0ACE3,Previous_Study,True,True,True
O80568,Previous_Study,True,True,True
O08603,Previous_Study,True,True,True
P02293,Previous_Study,True,True,True
A0A3L7I2I8,Previous_Study,True,True,True
O88587,Previous_Study,True,True,True
P0A855,Previous_Study,True,True,True
P16687,Previous_Study,True,True,True
O94760,Previous_Study,True,True,True
P09616,Previous_Study,True,True,True
P0DN86,Previous_Study,True,True,True
P09733,Previous_Study,True,True,True
O08604,Previous_Study,True,True,True
P02745,Previous_Study,True,True,True
P02789,Previous_Study,True,True,True
P09041,Previous_Study,True,True,True
P0AE88,Previous_Study,True,True,True
O00463,Previous_Study,True,True,True
O35235,Previous_Study,True,True,True
O75462,Previous_Study,True,True,True
O35305,Previous_Study,True,True,True
P0ABU9,Previous_Study,True,True,True
P02746,Previous_Study,True,True,True
O75751,Previous_Study,True,True,True
P05113,Previous_Study,True,True,True
P04911,Previous_Study,True,True,True
P11827,Previous_Study,True,True,True
P0AFM6,Previous_Study,True,True,True
P11541,Previous_Study,True,True,True
P03375,Previous_Study,True,True,True
P0A912,Previous_Study,True,True,True
O58966,Previous_Study,True,True,True
P05981,Previous_Study,True,True,True
P08640,Previous_Study,True,True,True
P05122,Previous_Study,True,True,True
O15372,Previous_Study,True,True,True
O00212,Previous_Study,True,True,True
O14352,Previous_Study,True,True,True
O60565,Previous_Study,True,True,True
O14011,Previous_Study,True,True,True
P08700,Previous_Study,True,True,True
O95834,Previous_Study,True,True,True
O00214,Previous_Study,True,True,True
P06789,Previous_Study,True,True,True
O43432,Previous_Study,True,True,True
O95868,Previous_Study,True,True,True
P04509,Previous_Study,True,True,True
O97364,Previous_Study,True,True,True
P06307,Previous_Study,True,True,True
F1RAX4,Previous_Study,True,True,True
D9I2F9,Previous_Study,True,True,True
O43255,Previous_Study,True,True,True
P20937,Previous_Study,True,True,True
P08134,Previous_Study,True,True,True
P0DMC5,Previous_Study,True,True,True
P15812,Previous_Study,True,True,True
P12476,Previous_Study,True,True,True
P02042,Previous_Study,True,True,True
P02100,Previous_Study,True,True,True
P0ABB4,Previous_Study,True,True,True
P0ABC7,Previous_Study,True,True,True
P18627,Previous_Study,True,True,True
P12318,Previous_Study,True,True,True
P07288,Previous_Study,True,True,True
P08191,Previous_Study,True,True,True
P0ABE5,Previous_Study,True,True,True
P07363,Previous_Study,True,True,True
A8MT69,Previous_Study,True,True,True
P06169,Previous_Study,True,True,True
O42661,Previous_Study,True,True,True
P07141,Previous_Study,True,True,True
P09455,Previous_Study,True,True,True
P21243,Previous_Study,True,True,True
P09913,Previous_Study,True,True,True
P0DPK2,Previous_Study,True,True,True
P0A6F1,Previous_Study,True,True,True
P0A6S5,Previous_Study,True,True,True
P09446,Previous_Study,True,True,True
B5KM66,Previous_Study,True,True,True
P0A894,Previous_Study,True,True,True
P09086,Previous_Study,True,True,True
P0A903,Previous_Study,True,True,True
A0A2P1GIW3,Previous_Study,True,True,True
P0A935,Previous_Study,True,True,True
B5BLW5,Previous_Study,True,True,True
A0JNT9,Previous_Study,True,True,True
P06454,Previous_Study,True,True,True
A7KAX9,Previous_Study,True,True,True
P0A937,Previous_Study,True,True,True
P0A964,Previous_Study,True,True,True
P0DJD3,Previous_Study,True,True,True
A8I4E9,Previous_Study,True,True,True
P0CJ48,Previous_Study,True,True,True
P07315,Previous_Study,True,True,True
P0AEJ6,Previous_Study,True,True,True
P04806,Previous_Study,True,True,True
O61667,Previous_Study,True,True,True
O82226,Previous_Study,True,True,True
O88554,Previous_Study,True,True,True
O88622,Previous_Study,True,True,True
O88844,Previous_Study,True,True,True
O89050,Previous_Study,True,True,True
O94782,Previous_Study,True,True,True
O60870,Previous_Study,True,True,True
P08240,Previous_Study,True,True,True
O60814,Previous_Study,True,True,True
O95163,Previous_Study,True,True,True
O95235,Previous_Study,True,True,True
O95257,Previous_Study,True,True,True
O60729,Previous_Study,True,True,True
O95319,Previous_Study,True,True,True
A0A2P1GIW2,Previous_Study,True,True,True
O95372,Previous_Study,True,True,True
O62479,Previous_Study,True,True,True
O76071,Previous_Study,True,True,True
O75365,Previous_Study,True,True,True
O75368,Previous_Study,True,True,True
O75446,Previous_Study,True,True,True
O74499,Previous_Study,True,True,True
O70624,Previous_Study,True,True,True
O75688,Previous_Study,True,True,True
P13727,Previous_Study,True,True,True
O75792,Previous_Study,True,True,True
O70435,Previous_Study,True,True,True
O75815,Previous_Study,True,True,True
P0AG30,Previous_Study,True,True,True
O75937,Previous_Study,True,True,True
O75943,Previous_Study,True,True,True
O75971,Previous_Study,True,True,True
A0A1C7D1B7,Previous_Study,True,True,True
O76093,Previous_Study,True,True,True
B2RXH2,Previous_Study,True,True,True
O95393,Previous_Study,True,True,True
O95760,Previous_Study,True,True,True
P01867,Previous_Study,True,True,True
A2A825,Previous_Study,True,True,True
P02309,Previous_Study,True,True,True
O53585,Previous_Study,True,True,True
O53580,Previous_Study,True,True,True
O94913,Previous_Study,True,True,True
P02942,Previous_Study,True,True,True
O88951,Previous_Study,True,True,True
O46043,Previous_Study,True,True,True
P03255,Previous_Study,True,True,True
P03452,Previous_Study,True,True,True
P03971,Previous_Study,True,True,True
O43865,Previous_Study,True,True,True
O35381,Previous_Study,True,True,True
O43765,Previous_Study,True,True,True
P01857,Previous_Study,True,True,True
O95390,Previous_Study,True,True,True
P01731,Previous_Study,True,True,True
O59734,Previous_Study,True,True,True
O95994,Previous_Study,True,True,True
O95997,Previous_Study,True,True,True
O96013,Previous_Study,True,True,True
P00257,Previous_Study,True,True,True
P00342,Previous_Study,True,True,True
P00375,Previous_Study,True,True,True
P00390,Previous_Study,True,True,True
P00572,Previous_Study,True,True,True
P01139,Previous_Study,True,True,True
P01160,Previous_Study,True,True,True
P01210,Previous_Study,True,True,True
P01225,Previous_Study,True,True,True
P01236,Previous_Study,True,True,True
P01270,Previous_Study,True,True,True
A1Z1Q3,Previous_Study,True,True,True
O55234,Previous_Study,True,True,True
O75175,Previous_Study,True,True,True
C3VPR6,Previous_Study,True,True,True
P15208,Previous_Study,True,True,True
P15151,Previous_Study,True,True,True
P14907,Previous_Study,True,True,True
P11124,Previous_Study,True,True,True
O15212,Previous_Study,True,True,True
P10826,Previous_Study,True,True,True
O88384,Previous_Study,True,True,True
O95154,Previous_Study,True,True,True
O95801,Previous_Study,True,True,True
O15245,Previous_Study,True,True,True
P00942,Previous_Study,True,True,True
P13667,Previous_Study,True,True,True
P10443,Previous_Study,True,True,True
O13034,Previous_Study,True,True,True
O09118,Previous_Study,True,True,True
P13458,Previous_Study,True,True,True
O54785,Previous_Study,True,True,True
O75112,Previous_Study,True,True,True
O73790,Previous_Study,True,True,True
O70209,Previous_Study,True,True,True
O64903,Previous_Study,True,True,True
O08807,Previous_Study,True,True,True
P03612,Previous_Study,True,True,True
O14036,Previous_Study,True,True,True
P11836,Previous_Study,True,True,True
P18014,Previous_Study,True,True,True
O08838,Previous_Study,True,True,True
P12272,Previous_Study,True,True,True
P12670,Previous_Study,True,True,True
P13199,Previous_Study,True,True,True
O60684,Previous_Study,True,True,True
D6RGH6,Previous_Study,True,True,True
P15700,Previous_Study,True,True,True
O75144,Previous_Study,True,True,True
M1V4Y8,Previous_Study,True,True,True
P18433,Previous_Study,True,True,True
P20592,Previous_Study,True,True,True
P20065,Previous_Study,True,True,True
P19880,Previous_Study,True,True,True
A2ABV5,Previous_Study,True,True,True
P19784,Previous_Study,True,True,True
P18708,Previous_Study,True,True,True
B9EHT4,Previous_Study,True,True,True
P18509,Previous_Study,True,True,True
C6KRN1,Previous_Study,True,True,True
O00175,Previous_Study,True,True,True
O14879,Previous_Study,True,True,True
G7JEE5,Previous_Study,True,True,True
P14868,Previous_Study,True,True,True
P0AES9,Previous_Study,True,True,True
F5HF68,Previous_Study,True,True,True
O14187,Previous_Study,True,True,True
O14520,Previous_Study,True,True,True
O75031,Previous_Study,True,True,True
P16152,Previous_Study,True,True,True
F4JW79,Previous_Study,True,True,True
O74966,Previous_Study,True,True,True
O15056,Previous_Study,True,True,True
O54924,Previous_Study,True,True,True
O09061,Previous_Study,True,True,True
P16568,Previous_Study,True,True,True
O35627,Previous_Study,True,True,True
O15055,Previous_Study,True,True,True
O00182,Previous_Study,True,True,True
O14368,Previous_Study,True,True,True
P10810,Previous_Study,True,True,True
E7EZF3,Previous_Study,True,True,True
P06993,Previous_Study,True,True,True
P07395,Previous_Study,True,True,True
P0DMC3,Previous_Study,True,True,True
O96033,Previous_Study,True,True,True
P0ACN4,Previous_Study,True,True,True
P00560,Previous_Study,True,True,True
P0CY29,Previous_Study,True,True,True
O18334,Previous_Study,True,True,True
P08048,Previous_Study,True,True,True
O75129,Previous_Study,True,True,True
O00910,Previous_Study,True,True,True
P0ABB0,Previous_Study,True,True,True
O22287,Previous_Study,True,True,True
P08312,Previous_Study,True,True,True
C8VTS4,Previous_Study,True,True,True
O23530,Previous_Study,True,True,True
P04053,Previous_Study,True,True,True
P05451,Previous_Study,True,True,True
P0A6E6,Previous_Study,True,True,True
P0A6Y1,Previous_Study,True,True,True
P06704,Previous_Study,True,True,True
P07636,Previous_Study,True,True,True
O00472,Previous_Study,True,True,True
P08118,Previous_Study,True,True,True
P0AFF6,Previous_Study,True,True,True
P08572,Previous_Study,True,True,True
O95833,Previous_Study,True,True,True
P0DPK5,Previous_Study,True,True,True
P21374,Previous_Study,True,True,True
P0DTD2,Previous_Study,True,True,True
P0AGC3,Previous_Study,True,True,True
O75344,Previous_Study,True,True,True
O95484,Previous_Study,True,True,True
P0DTC5,Previous_Study,True,True,True
O00253,Previous_Study,True,True,True
O94316,Previous_Study,True,True,True
P10300,Previous_Study,True,True,True
P10493,Previous_Study,True,True,True
O95273,Previous_Study,True,True,True
D3ZMK9,Previous_Study,True,True,True
P16219,Previous_Study,True,True,True
O88867,Previous_Study,True,True,True
C4M4P4,Previous_Study,True,True,True
O53581,Previous_Study,True,True,True
O75694,Previous_Study,True,True,True
P0A0M0,Previous_Study,True,True,True
P07014,Previous_Study,True,True,True
P0C7P0,Previous_Study,True,True,True
O88273,Previous_Study,True,True,True
O75525,Previous_Study,True,True,True
P07358,Previous_Study,True,True,True
P03615,Previous_Study,True,True,True
O94875,Previous_Study,True,True,True
O75317,Previous_Study,True,True,True
P21583,Previous_Study,True,True,True
A0A0B5LB55,Previous_Study,True,True,True
O75334,Previous_Study,True,True,True
O75347,Previous_Study,True,True,True
P01189,Previous_Study,True,True,True
O89093,Previous_Study,True,True,True
P00684,Previous_Study,True,True,True
P17562,Previous_Study,True,True,True
P08169,Previous_Study,True,True,True
P01031,Previous_Study,True,True,True
A7IZE9,Previous_Study,True,True,True
P00894,Previous_Study,True,True,True
P16435,Previous_Study,True,True,True
P15926,Previous_Study,True,True,True
O94649,Previous_Study,True,True,True
P09956,Previous_Study,True,True,True
P04696,Previous_Study,True,True,True
O08583,Previous_Study,True,True,True
P14902,Previous_Study,True,True,True
O95631,Previous_Study,True,True,True
O95361,Previous_Study,True,True,True
O55164,Previous_Study,True,True,True
O96018,Previous_Study,True,True,True
O60504,Previous_Study,True,True,True
O43924,Previous_Study,True,True,True
O76927,Previous_Study,True,True,True
P10768,Previous_Study,True,True,True
O95149,Previous_Study,True,True,True
O95429,Previous_Study,True,True,True
P0AFX7,Previous_Study,True,True,True
O95704,Previous_Study,True,True,True
P0AC19,Previous_Study,True,True,True
O95071,Previous_Study,True,True,True
Q13951,MoonProt3,True,True,True
C2GUH0,MoonProt3,False,False,False
Q8GE63,MoonProt3,True,False,False
Q9ALW2,MoonProt3,True,False,True
P62799,MoonProt3,True,False,False
P53647,MoonProt3,True,False,False
Q8G5B7,MoonProt3,True,False,False
P9WPE9,MoonProt3,True,True,True
P44324,MoonProt3,True,False,True
Q9VUM1,MoonProt3,True,False,False
Q95U89,MoonProt3,False,False,False
E7S2A7,MoonProt3,False,False,False
P83780,MoonProt3,True,False,True
P40296,MoonProt3,True,False,False
Q6HEJ4,MoonProt3,True,False,False
E9BTJ1,MoonProt3,False,False,False
Q81X74,MoonProt3,False,False,False
P03880,MoonProt3,True,False,False
P0A1D3,MoonProt3,True,False,False
P68777,MoonProt3,True,False,False
Q5X762,MoonProt3,True,False,False
P09608,MoonProt3,True,False,False
Q8CPQ1,MoonProt3,True,False,False
Q6GIL6,MoonProt3,True,False,False
C5M5Z6,MoonProt3,True,False,False
D6D942,MoonProt3,False,False,False
P39310,MoonProt3,True,False,True
A0A2P0XIG5,MoonProt3,True,False,False
Q8KP52,MoonProt3,True,False,False
Q59RR7,MoonProt3,True,False,False
Q9EQQ9,MoonProt3,True,False,False
Q90X96,MoonProt3,True,False,False
A0A0E0UUG2,MoonProt3,True,False,False
P91883,MoonProt3,True,False,False
A0A0G7HBY7,MoonProt3,False,False,False
Q8X1X3,MoonProt3,True,False,False
Q8E4T9,MoonProt3,True,False,False
P61866,MoonProt3,True,False,True
Q8G6C9,MoonProt3,True,False,False
P00883,MoonProt3,True,True,True
A0A0H2US80,MoonProt3,True,False,False
A8AUR6,MoonProt3,True,False,False
U3SW74,MoonProt3,False,False,False
P46406,MoonProt3,True,False,False
A0EKJ1,MoonProt3,True,False,False
Q7JXV9,MoonProt3,True,True,True
Q57872,MoonProt3,True,False,False
E6KMA1,MoonProt3,True,False,False
O74713,MoonProt3,True,False,False
P0C0N1,MoonProt3,True,False,False
Q98TD4,MoonProt3,True,False,False
Q9Y0D3,MoonProt3,True,False,False
P0A3J0,MoonProt3,True,True,True
Q0P891,MoonProt3,True,False,True
O66198,MoonProt3,True,False,True
Q5FL51,MoonProt3,True,False,False
F7SCR2,MoonProt3,False,False,False
F9UM10,MoonProt3,True,False,False
B1YAL1,MoonProt3,True,False,False
F0N9L0,MoonProt3,False,False,False
Q8G6W1,MoonProt3,True,False,False
F5WVK5,MoonProt3,False,False,False
A8C5S7,MoonProt3,True,False,False
P21981,MoonProt3,True,True,True
Q9NDG0,MoonProt3,True,False,False
D5GYN9,MoonProt3,True,False,False
Q4A740,MoonProt3,True,False,False
Q8Y5E6,MoonProt3,True,False,False
P43067,MoonProt3,True,False,False
B7GTK2,MoonProt3,True,False,True
Q4A9M4,MoonProt3,True,False,False
A0A1P8YR90,MoonProt3,True,False,False
Q96UT6,MoonProt3,True,False,False
A0A0H3L8I8,MoonProt3,True,False,False
E6J203,MoonProt3,True,False,False
Q8LK65,MoonProt3,True,False,False
Q74K78,MoonProt3,True,False,True
A8KC60,MoonProt3,True,True,True
A0A0H3LCC3,MoonProt3,True,False,True
Q4CLD0,MoonProt3,True,False,False
P59159,MoonProt3,True,False,False
P00549,MoonProt3,True,True,True
I7MG78,MoonProt3,True,False,False
C5M3T7,MoonProt3,True,False,False
P13922,MoonProt3,True,False,False
P41911,MoonProt3,True,True,True
Q9VD72,MoonProt3,True,True,True
Q8RNU2,MoonProt3,True,False,False
P99029,MoonProt3,True,False,True
A9M296,MoonProt3,True,False,False
S8GE25,MoonProt3,False,False,False
A0A1F1EC06,MoonProt3,False,False,False
Q6PBE2,MoonProt3,True,False,False
Q9HI69,MoonProt3,True,False,False
C4XEI3,MoonProt3,True,False,False
Q8DNW9,MoonProt3,True,False,False
Q1J8I3,MoonProt3,False,False,False
P09591,MoonProt3,True,False,False
P39633,MoonProt3,True,False,True
P54279,MoonProt3,True,True,True
Q9JHG7,MoonProt3,True,True,True
K1MKZ7,MoonProt3,True,False,False
Q92132,MoonProt3,True,False,False
Q59263,MoonProt3,True,False,False
P31294,MoonProt3,True,False,False
P41007,MoonProt3,True,False,False
P31725,MoonProt3,True,True,True
O02649,MoonProt3,True,True,True
D8H2L1,MoonProt3,False,False,False
A0A125WDU3,MoonProt3,False,False,False
P17244,MoonProt3,True,False,False
D5G7U8,MoonProt3,True,False,False
P08037,MoonProt3,True,True,True
P13743,MoonProt3,True,False,False
Q92211,MoonProt3,True,False,False
Q8DQX8,MoonProt3,True,False,False
P0A4S2,MoonProt3,True,False,False
O33983,MoonProt3,True,False,True
Q8G6D6,MoonProt3,True,False,False
Q7YQK6,MoonProt3,True,False,False
Q10838,MoonProt3,True,False,True
Q9BRJ7,MoonProt3,True,False,True
I7WI49,MoonProt3,False,False,False
Q27089,MoonProt3,True,False,False
A8AY46,MoonProt3,True,False,False
P54066,MoonProt3,True,False,True
Q1JML5,MoonProt3,True,False,False
Q9KK62,MoonProt3,True,False,True
Q2YVT4,MoonProt3,True,False,False
P0AAI4,MoonProt3,True,False,False
Q9FNJ8,MoonProt3,True,False,True
P49577,MoonProt3,True,False,False
B8Q027,MoonProt3,True,False,True
P52987,MoonProt3,True,False,True
P17506,MoonProt3,True,False,True
Q59NQ5,MoonProt3,True,True,True
H2F490,MoonProt3,True,False,False
Q8G6R2,MoonProt3,True,False,False
Q7WTU1,MoonProt3,True,False,True
Q7NBZ0,MoonProt3,True,False,False
P42801,MoonProt3,True,True,True
P0DOB5,MoonProt3,True,False,True
Q12629,MoonProt3,True,False,False
E6IYJ0,MoonProt3,True,False,False
A4W2T1,MoonProt3,True,False,False
A8AWA0,MoonProt3,True,False,False
A0A0H3L5C8,MoonProt3,True,False,True
A0A0H2UNG6,MoonProt3,True,False,False
Q8XDH4,MoonProt3,True,False,False
P37282,MoonProt3,True,False,True
P48570,MoonProt3,True,True,True
P39533,MoonProt3,True,False,True
G4VKD9,MoonProt3,True,False,False
Q9GLW8,MoonProt3,True,False,False
H2C3I7,MoonProt3,True,False,False
Q8DXT0,MoonProt3,True,False,False
Q9VU15,MoonProt3,True,True,True
P00044,MoonProt3,True,True,True
A0A0F2E7M6,MoonProt3,True,False,False
O13289,MoonProt3,True,True,True
A0A5P8PC26,MoonProt3,True,False,False
P0CY35,MoonProt3,True,False,False
Q97QS2,MoonProt3,True,False,False
Q9I9A9,MoonProt3,True,False,False
Q92448,MoonProt3,True,True,True
Q8G879,MoonProt3,True,False,False
A5JQI1,MoonProt3,True,False,False
B7J1R2,MoonProt3,True,False,False
D3QX74,MoonProt3,False,False,False
P17618,MoonProt3,True,False,False
Q9AIS0,MoonProt3,True,False,True
E0N8L2,MoonProt3,True,False,False
A0A2H1CGV5,MoonProt3,False,False,False
P54575,MoonProt3,True,False,False
Q6GB54,MoonProt3,True,False,False
D9IL10,MoonProt3,True,False,False
Q8X1T3,MoonProt3,True,False,False
A8J7F6,MoonProt3,False,False,False
D5GCF2,MoonProt3,True,False,False
Q88YH3,MoonProt3,True,False,True
Q5K117,MoonProt3,True,False,False
P35846,MoonProt3,True,True,True
A0A0H3C985,MoonProt3,True,False,False
