accession_code,go_id,category
P19338,GO:0001525,P
P19338,GO:0017148,P
P19338,GO:1901838,P
P18433,GO:0005886,C
P18433,GO:0043235,C
P18433,GO:0005001,F
P0AC13,GO:0005737,C
P0AC13,GO:0005829,C
P0AC13,GO:0004156,F
P0AC13,GO:0046656,P
P0AC13,GO:0009410,P
A8MT69,GO:0000785,C
A8MT69,GO:0005829,C
A8MT69,GO:0071821,C
A8MT69,GO:0043240,C
A8MT69,GO:0000939,C
A8MT69,GO:0005654,C
A8MT69,GO:0003677,F
A8MT69,GO:0036297,P
A8MT69,GO:0031398,P
A8MT69,GO:0031297,P
A8MT69,GO:0000712,P
A6NED2,GO:0005829,C
A6NED2,GO:0005886,C
P0DOB5,GO:0003872,F
P0DOB5,GO:0006116,P
P40429,GO:0005829,C
P40429,GO:0022625,C
P40429,GO:0022626,C
P40429,GO:0097452,C
P40429,GO:0015934,C
P40429,GO:1990904,C
P40429,GO:0003735,F
P40429,GO:0071346,P
P40429,GO:1901194,P
P40429,GO:0017148,P
P00734,GO:0005788,C
P00734,GO:0005576,C
P00734,GO:0005615,C
P00734,GO:0005796,C
P00734,GO:0005886,C
P00734,GO:0008083,F
P00734,GO:0008201,F
P00734,GO:0001530,F
P00734,GO:0048018,F
P00734,GO:0004252,F
P00734,GO:0005102,F
P00734,GO:0070053,F
P00734,GO:0061844,P
P00734,GO:0007596,P
P00734,GO:0007166,P
P00734,GO:0051838,P
P00734,GO:0042730,P
P00734,GO:0048712,P
P00734,GO:0030195,P
P00734,GO:1900016,P
P00734,GO:0051918,P
P00734,GO:0010544,P
P00734,GO:0045861,P
P00734,GO:0070945,P
P00734,GO:0030168,P
P00734,GO:0030194,P
P00734,GO:0032967,P
P00734,GO:1900738,P
P00734,GO:1900182,P
P00734,GO:0001934,P
P00734,GO:2000379,P
P00734,GO:0051281,P
P00734,GO:0006508,P
P00734,GO:0030193,P
P00734,GO:0051480,P
P00734,GO:0009611,P
P00734,GO:0070493,P
O75368,GO:0005829,C
O75368,GO:0005634,C
O75368,GO:0140517,F
O75368,GO:1990756,F
O75368,GO:1904690,P
O75368,GO:0043161,P
O95390,GO:0032991,C
O95390,GO:0032924,P
O95390,GO:0007498,P
O95390,GO:0007399,P
O95390,GO:0060391,P
O95390,GO:0001501,P
O94649,GO:0061908,C
O94649,GO:0000407,C
O94649,GO:0120013,F
O94649,GO:0043495,F
O94649,GO:0120010,P
O94649,GO:0016236,P
O94649,GO:2000786,P
P99999,GO:0043293,C
P99999,GO:0005829,C
P99999,GO:0005743,C
P99999,GO:0005758,C
P99999,GO:0005739,C
P99999,GO:0005634,C
P99999,GO:0020037,F
P99999,GO:0045333,P
P99999,GO:0097194,P
P05112,GO:0005576,C
P05112,GO:0005615,C
P05112,GO:0005125,F
P05112,GO:0005136,F
P05112,GO:0030183,P
P05112,GO:0007259,P
P05112,GO:0097028,P
P05112,GO:0006955,P
P05112,GO:0035771,P
P05112,GO:0042116,P
P05112,GO:0043011,P
P05112,GO:1903845,P
P05112,GO:1903660,P
P05112,GO:0045892,P
P05112,GO:2000352,P
P05112,GO:0010633,P
P05112,GO:0050728,P
P05112,GO:0150079,P
P05112,GO:0000122,P
P05112,GO:0030335,P
P05112,GO:0008284,P
P05112,GO:0045893,P
P05112,GO:0032733,P
P05112,GO:0032736,P
P05112,GO:0045582,P
P05112,GO:2000553,P
P05112,GO:0045944,P
P05112,GO:0045191,P
P05112,GO:0042110,P
P05112,GO:0042092,P
P61457,GO:0005829,C
P61457,GO:0005654,C
P61457,GO:0042802,F
P61457,GO:0003713,F
Q8NEU8,GO:0031410,C
Q8NEU8,GO:0005768,C
Q8NEU8,GO:0010008,C
Q8NEU8,GO:0016020,C
Q8NEU8,GO:0005634,C
Q8NEU8,GO:0005886,C
Q8NEU8,GO:0031982,C
Q8NEU8,GO:0042802,F
Q8NEU8,GO:0035091,F
Q8NEU8,GO:0001786,F
Q8NEU8,GO:0042803,F
Q8NEU8,GO:0044877,F
Q8NEU8,GO:0042593,P
Q8NEU8,GO:0046325,P
Q8NEU8,GO:0051289,P
Q8NEU8,GO:0006606,P
Q8NEU8,GO:2000045,P
Q8NEU8,GO:0007165,P
Q8NEU8,GO:0007179,P
P47897,GO:0017101,C
P47897,GO:0005737,C
P47897,GO:0005829,C
P47897,GO:0005759,C
P47897,GO:0032991,C
P47897,GO:0004819,F
P47897,GO:0019901,F
P47897,GO:0004860,F
P47897,GO:0007420,P
P47897,GO:0006425,P
P47897,GO:2001234,P
P47897,GO:0045892,P
P47897,GO:0032873,P
P47897,GO:0006418,P
Q8N3Y7,GO:0000785,C
Q8N3Y7,GO:0005789,C
Q8N3Y7,GO:0005634,C
Q8N3Y7,GO:0017053,C
Q8N3Y7,GO:0004745,F
Q8N3Y7,GO:0140297,F
Q8N3Y7,GO:0061629,F
Q8N3Y7,GO:0003714,F
Q8N3Y7,GO:0043616,P
Q8N3Y7,GO:0045814,P
Q8N3Y7,GO:0000122,P
Q8N3Y7,GO:0042574,P
Q8N3Y7,GO:0042572,P
P18627,GO:0003823,F
P18627,GO:0042289,F
P55055,GO:0005737,C
P55055,GO:0005829,C
P55055,GO:0005654,C
P55055,GO:0005634,C
P55055,GO:0090575,C
P55055,GO:0034191,F
P55055,GO:0051117,F
P55055,GO:0003677,F
P55055,GO:0001228,F
P55055,GO:0000978,F
P55055,GO:0010887,P
P55055,GO:0045892,P
P55055,GO:0032369,P
P55055,GO:0010745,P
P55055,GO:0048550,P
P55055,GO:0010875,P
P55055,GO:0032376,P
P55055,GO:0045893,P
P55055,GO:0045723,P
P55055,GO:0051006,P
P55055,GO:0051247,P
P55055,GO:0045944,P
P55055,GO:0010867,P
O00472,GO:0005654,C
O00472,GO:0008023,C
O00472,GO:0042795,P
O00472,GO:0006368,P
P9WQN9,GO:0005576,C
P9WQN9,GO:0009274,C
P9WQN9,GO:0016747,F
P9WQN9,GO:0035375,F
P9WQN9,GO:0009247,P
P9WQN9,GO:0006869,P
P9WQN9,GO:0071769,P
P9WQN9,GO:0046677,P
P0AFM6,GO:0060187,C
P0AFM6,GO:0005829,C
P0AFM6,GO:0005667,C
P0AFM6,GO:0042802,F
P0AFM6,GO:0005543,F
P0AFM6,GO:0009271,P
P0AFM6,GO:0006355,P
P0AFM6,GO:0009408,P
Q93VT9,GO:0005737,C
Q93VT9,GO:0005634,C
Q93VT9,GO:0005840,C
Q93VT9,GO:0003729,F
Q93VT9,GO:0003735,F
Q93VT9,GO:0071493,P
Q93VT9,GO:0051607,P
Q93VT9,GO:0032502,P
Q93VT9,GO:0006412,P
P19793,GO:0000785,C
P19793,GO:0005829,C
P19793,GO:0005654,C
P19793,GO:0005634,C
P19793,GO:0043235,C
P19793,GO:0090575,C
P19793,GO:0005667,C
P19793,GO:0050692,F
P19793,GO:0003700,F
P19793,GO:0003690,F
P19793,GO:0019899,F
P19793,GO:0042802,F
P19793,GO:0050693,F
P19793,GO:0004879,F
P19793,GO:0042809,F
P19793,GO:0042277,F
P19793,GO:0001972,F
P19793,GO:0044323,F
P19793,GO:0000978,F
P19793,GO:0000977,F
P19793,GO:0043565,F
P19793,GO:1990837,F
P19793,GO:0000976,F
P19793,GO:0001221,F
P19793,GO:0008270,F
P19793,GO:0009755,P
P19793,GO:0042789,P
P19793,GO:0000122,P
P19793,GO:0035357,P
P19793,GO:0010875,P
P19793,GO:0045893,P
P19793,GO:0002157,P
P19793,GO:0045944,P
P19793,GO:0032411,P
P19793,GO:0070564,P
P19793,GO:0032526,P
P19793,GO:0048384,P
G5EEG7,GO:0005634,C
G5EEG7,GO:0042802,F
G5EEG7,GO:0042803,F
G5EEG7,GO:0009792,P
G5EEG7,GO:0040011,P
G5EEG7,GO:0007638,P
G5EEG7,GO:0048644,P
G5EEG7,GO:0002119,P
G5EEG7,GO:0048666,P
G5EEG7,GO:0000381,P
Q60591,GO:0000785,C
Q60591,GO:0005737,C
Q60591,GO:0005829,C
Q60591,GO:0005654,C
Q60591,GO:0005634,C
Q60591,GO:1990904,C
Q60591,GO:0005667,C
Q60591,GO:0003682,F
Q60591,GO:0001228,F
Q60591,GO:0003700,F
Q60591,GO:0000981,F
Q60591,GO:0001227,F
Q60591,GO:0000978,F
Q60591,GO:0043565,F
Q60591,GO:0000976,F
Q60591,GO:0033173,P
Q60591,GO:0051216,P
Q60591,GO:0071277,P
Q60591,GO:0010467,P
Q60591,GO:0140742,P
Q60591,GO:0014904,P
Q60591,GO:0000122,P
Q60591,GO:0010628,P
Q60591,GO:1901741,P
Q60591,GO:0045944,P
Q60591,GO:0006366,P
Q12018,GO:0019005,C
Q12018,GO:0003688,F
Q12018,GO:0030674,F
Q12018,GO:0000082,P
Q12018,GO:0000086,P
Q12018,GO:0010828,P
Q12018,GO:0031146,P
Q12018,GO:0030466,P
Q12018,GO:0006511,P
Q9H0A6,GO:0016235,C
Q9H0A6,GO:0005829,C
Q9H0A6,GO:0005768,C
Q9H0A6,GO:0016604,C
P41250,GO:0030424,C
P41250,GO:0005829,C
P41250,GO:0005759,C
P41250,GO:0004081,F
P41250,GO:0004820,F
P41250,GO:0042802,F
P41250,GO:0046983,F
P41250,GO:0015966,P
P41250,GO:0006418,P
P00957,GO:0005829,C
P00957,GO:0004813,F
P00957,GO:0002161,F
P00957,GO:0001217,F
P00957,GO:0042802,F
P00957,GO:0141207,F
P00957,GO:0042803,F
P00957,GO:0002196,F
P00957,GO:0008270,F
P00957,GO:0006419,P
P00957,GO:0045892,P
P10300,GO:0009986,C
P10300,GO:0009897,C
P10300,GO:0005886,C
P10300,GO:0043235,C
P03612,GO:0039617,C
P03612,GO:0042802,F
P03612,GO:0003723,F
P03612,GO:1904972,P
P20826,GO:0005576,C
P20826,GO:0005615,C
P20826,GO:0016020,C
P20826,GO:0005886,C
P20826,GO:0005125,F
P20826,GO:0005173,F
P20826,GO:0006915,P
P20826,GO:0008283,P
P20826,GO:0035234,P
P20826,GO:0097192,P
P20826,GO:0007281,P
P20826,GO:0002244,P
P20826,GO:0033024,P
P20826,GO:0097531,P
P20826,GO:0070662,P
P20826,GO:0097324,P
P20826,GO:0002573,P
P20826,GO:0043066,P
P20826,GO:0033026,P
P20826,GO:0001755,P
P20826,GO:0008284,P
P20826,GO:1901534,P
P20826,GO:1902035,P
P20826,GO:0002687,P
P20826,GO:0070668,P
P20826,GO:0045636,P
P20826,GO:0002763,P
P20826,GO:0046579,P
P20826,GO:0042102,P
P20826,GO:0007265,P
P20826,GO:0042098,P
P12931,GO:0005901,C
P12931,GO:0030054,C
P12931,GO:0005911,C
P12931,GO:0005737,C
P12931,GO:0005829,C
P12931,GO:0043231,C
P12931,GO:0005770,C
P12931,GO:0005764,C
P12931,GO:0005743,C
P12931,GO:0005739,C
P12931,GO:0048471,C
P12931,GO:0005886,C
P12931,GO:0070700,F
P12931,GO:0019899,F
P12931,GO:0046875,F
P12931,GO:0020037,F
P12931,GO:0005178,F
P12931,GO:0004715,F
P12931,GO:0016004,F
P12931,GO:0043274,F
P12931,GO:0051219,F
P12931,GO:0004672,F
P12931,GO:0004713,F
P12931,GO:0097110,F
P12931,GO:0042169,F
P12931,GO:0005102,F
P12931,GO:0044325,F
P12931,GO:0034614,P
P12931,GO:0048013,P
P12931,GO:0038128,P
P12931,GO:0038096,P
P12931,GO:0048041,P
P12931,GO:0007229,P
P12931,GO:0070102,P
P12931,GO:0060576,P
P12931,GO:0035556,P
P12931,GO:0050900,P
P12931,GO:0016236,P
P12931,GO:2000811,P
P12931,GO:0043066,P
P12931,GO:2001237,P
P12931,GO:0035331,P
P12931,GO:0002862,P
P12931,GO:2001243,P
P12931,GO:0051902,P
P12931,GO:1902564,P
P12931,GO:0031333,P
P12931,GO:0032205,P
P12931,GO:0000122,P
P12931,GO:0018108,P
P12931,GO:0030168,P
P12931,GO:0035306,P
P12931,GO:0010634,P
P12931,GO:0033625,P
P12931,GO:2000394,P
P12931,GO:0045747,P
P12931,GO:0051897,P
P12931,GO:0071902,P
P12931,GO:0051057,P
P12931,GO:1904263,P
P12931,GO:0046777,P
P12931,GO:0045124,P
P12931,GO:2001286,P
P12931,GO:0022407,P
P12931,GO:2000641,P
P12931,GO:0010632,P
P12931,GO:0034139,P
P12931,GO:0043114,P
P12931,GO:0070555,P
P12931,GO:0007172,P
P12931,GO:0007165,P
P12931,GO:0002223,P
P12931,GO:0043149,P
P12931,GO:0046718,P
P12931,GO:0031295,P
P12931,GO:0007179,P
P12931,GO:0048010,P
P12931,GO:0042311,P
P50142,GO:0005737,C
P50142,GO:0009277,C
P50142,GO:0046812,F
P50142,GO:0005178,F
P50142,GO:0044650,P
P50142,GO:1900036,P
P50142,GO:0009408,P
P05981,GO:0009986,C
P05981,GO:0005789,C
P05981,GO:0016020,C
P05981,GO:0005886,C
P05981,GO:0008233,F
P05981,GO:0004252,F
P05981,GO:0008236,F
P05981,GO:0034769,P
P05981,GO:0043066,P
P05981,GO:0050680,P
P05981,GO:0010719,P
P05981,GO:0043923,P
P05981,GO:0030307,P
P05981,GO:2000347,P
P05981,GO:0010756,P
P05981,GO:0006508,P
P05981,GO:0008360,P
A0A2P1GIW2,GO:0005829,C
A0A2P1GIW2,GO:0005634,C
P20592,GO:0005829,C
P20592,GO:0005643,C
P20592,GO:0005525,F
P20592,GO:0006952,P
P20592,GO:0051607,P
P20592,GO:0051726,P
P20592,GO:0046822,P
P20592,GO:0035455,P
P20592,GO:0009615,P
O60242,GO:0016020,C
O60242,GO:0005886,C
O60242,GO:0007186,P
O60242,GO:0007520,P
P08393,GO:0019033,C
P08393,GO:0061630,F
P08393,GO:0004842,F
P08393,GO:0045732,P
P08393,GO:0000209,P
P08393,GO:0019046,P
P08393,GO:0034340,P
P08393,GO:0075342,P
P08393,GO:0039548,P
P08393,GO:0039502,P
E9Q401,GO:0034704,C
E9Q401,GO:0016020,C
E9Q401,GO:0030017,C
E9Q401,GO:0016529,C
E9Q401,GO:0033017,C
E9Q401,GO:0005790,C
E9Q401,GO:0030018,C
E9Q401,GO:0005262,F
E9Q401,GO:0005516,F
E9Q401,GO:0019899,F
E9Q401,GO:0042802,F
E9Q401,GO:0015278,F
E9Q401,GO:0097159,F
E9Q401,GO:0019901,F
E9Q401,GO:0005219,F
E9Q401,GO:0097553,P
E9Q401,GO:0070588,P
E9Q401,GO:0006816,P
E9Q401,GO:0019722,P
E9Q401,GO:0003300,P
E9Q401,GO:0071313,P
E9Q401,GO:0071872,P
E9Q401,GO:0003143,P
E9Q401,GO:0051649,P
E9Q401,GO:0006874,P
E9Q401,GO:0003220,P
E9Q401,GO:0010460,P
E9Q401,GO:0086029,P
E9Q401,GO:0010881,P
E9Q401,GO:0002027,P
E9Q401,GO:0014808,P
E9Q401,GO:0031000,P
E9Q401,GO:0001666,P
E9Q401,GO:0097050,P
E9Q401,GO:0086005,P
O75324,GO:0005737,C
O75324,GO:0016020,C
O75324,GO:0046872,F
O75324,GO:0009636,P
O15085,GO:0005737,C
O15085,GO:0005829,C
O15085,GO:0005654,C
O15085,GO:0005886,C
O15085,GO:0001664,F
O15085,GO:0007186,P
O15085,GO:0045893,P
O15085,GO:0051056,P
O15085,GO:0007266,P
P07102,GO:0030288,C
P07102,GO:0052745,F
P07102,GO:0008252,F
P07102,GO:0050308,F
P07102,GO:0071454,P
P07102,GO:0016036,P
P09467,GO:0005737,C
P09467,GO:0005634,C
P09467,GO:0016208,F
P09467,GO:0042132,F
P09467,GO:0042802,F
P09467,GO:0046872,F
P09467,GO:0061629,F
P09467,GO:0071286,P
P09467,GO:0071466,P
P09467,GO:0016311,P
P09467,GO:0006002,P
P09467,GO:0006094,P
P09467,GO:0030308,P
P09467,GO:0045820,P
P09467,GO:0046580,P
P09467,GO:0000122,P
P09467,GO:0006111,P
Q5BJF6,GO:0120103,C
Q5BJF6,GO:0005814,C
Q5BJF6,GO:0005813,C
Q5BJF6,GO:0036064,C
Q5BJF6,GO:0005929,C
Q5BJF6,GO:0005829,C
Q5BJF6,GO:0043231,C
Q5BJF6,GO:0015630,C
Q5BJF6,GO:0031267,F
Q5BJF6,GO:0005198,F
Q5BJF6,GO:0010457,P
Q5BJF6,GO:0044782,P
Q5BJF6,GO:0008104,P
Q5BJF6,GO:1902017,P
P27361,GO:0036064,C
P27361,GO:0005929,C
P27361,GO:0005856,C
P27361,GO:0005829,C
P27361,GO:0005769,C
P27361,GO:0005788,C
P27361,GO:0005925,C
P27361,GO:0005794,C
P27361,GO:0005770,C
P27361,GO:0015630,C
P27361,GO:0005739,C
P27361,GO:0005635,C
P27361,GO:0005654,C
P27361,GO:0140297,F
P27361,GO:0042802,F
P27361,GO:0004707,F
P27361,GO:0019902,F
P27361,GO:0004674,F
P27361,GO:0030509,P
P27361,GO:0072584,P
P27361,GO:0034198,P
P27361,GO:0071260,P
P27361,GO:0007173,P
P27361,GO:0070371,P
P27361,GO:0070498,P
P27361,GO:0000165,P
P27361,GO:1904262,P
P27361,GO:0038083,P
P27361,GO:0016310,P
P27361,GO:0031281,P
P27361,GO:0070374,P
P27361,GO:0010759,P
P27361,GO:0120041,P
P27361,GO:0032206,P
P27361,GO:0045944,P
P27361,GO:0006468,P
P27361,GO:0051493,P
P27361,GO:2000641,P
P27361,GO:0090170,P
P27361,GO:0032872,P
P27361,GO:0070849,P
P27361,GO:0042770,P
P27361,GO:0051403,P
B8Q027,GO:0004634,F
P15391,GO:0009897,C
P15391,GO:0005886,C
P15391,GO:0032991,C
P15391,GO:0050851,P
P15391,GO:0002322,P
P15391,GO:0016064,P
P15391,GO:0051897,P
P15391,GO:0051281,P
P15391,GO:0050864,P
P15391,GO:0050855,P
P02100,GO:0005829,C
P02100,GO:0005833,C
P02100,GO:0015671,P
P13639,GO:0016235,C
P13639,GO:0005737,C
P13639,GO:0005829,C
P13639,GO:0005576,C
P13639,GO:1904813,C
P13639,GO:0005886,C
P13639,GO:1990904,C
P13639,GO:0034774,C
P13639,GO:0003924,F
P13639,GO:0019901,F
P13639,GO:0043022,F
P13639,GO:0003746,F
P13639,GO:0045727,P
P13639,GO:0006414,P
P04278,GO:0005497,F
P12063,GO:0042802,F
P12063,GO:0003723,F
P12063,GO:0000372,P
P12063,GO:0033120,P
P12063,GO:0034337,P
O00338,GO:0005829,C
O00338,GO:0004062,F
O00338,GO:0008146,F
O00338,GO:0009308,P
O00338,GO:0051923,P
P12955,GO:0004181,F
P12955,GO:0102009,F
P12955,GO:0006520,P
P12955,GO:0043069,P
P12955,GO:0006508,P
P05696,GO:0005829,C
P05696,GO:0048471,C
P05696,GO:0032991,C
P05696,GO:0004698,F
P05696,GO:0005102,F
P05696,GO:0021955,P
P05696,GO:0045184,P
P05696,GO:0035556,P
P05696,GO:0007611,P
P05696,GO:0017148,P
P05696,GO:0018107,P
P05696,GO:0010613,P
P05696,GO:0070374,P
P05696,GO:0045921,P
P05696,GO:0048661,P
P05696,GO:0051965,P
P05696,GO:0051412,P
P05696,GO:0032355,P
P05696,GO:0045471,P
P05696,GO:0009612,P
P05696,GO:0014070,P
P05696,GO:0043434,P
P05696,GO:1904627,P
P05696,GO:0000302,P
P05696,GO:0009636,P
O75317,GO:0005737,C
O75317,GO:0005654,C
O75317,GO:0005634,C
O75317,GO:0005886,C
O75317,GO:0004843,F
O75317,GO:0004197,F
O75317,GO:0016579,P
O95393,GO:0009986,C
O95393,GO:0005737,C
O95393,GO:0005576,C
O95393,GO:0005615,C
O95393,GO:0030018,C
O95393,GO:0008083,F
O95393,GO:0005179,F
O95393,GO:0033612,F
O95393,GO:0031433,F
O95393,GO:0032924,P
O95393,GO:0030509,P
O95393,GO:0030308,P
O95393,GO:0030336,P
O95393,GO:0010596,P
O95393,GO:0010613,P
O95393,GO:0045893,P
O95393,GO:0060298,P
O95393,GO:0060391,P
O95393,GO:0055117,P
O95393,GO:1903242,P
Q3E7X9,GO:0005829,C
Q3E7X9,GO:0022627,C
Q3E7X9,GO:0003735,F
Q3E7X9,GO:1900153,P
Q3E7X9,GO:0000054,P
P32856,GO:0016323,C
P32856,GO:0005615,C
P32856,GO:0043231,C
P32856,GO:0030027,C
P32856,GO:0005886,C
P32856,GO:0032991,C
P32856,GO:0042802,F
P32856,GO:0005198,F
P32856,GO:0009887,P
P32856,GO:0034599,P
P32856,GO:1903575,P
P32856,GO:0007398,P
P32856,GO:0007165,P
P15926,GO:0004252,F
P15926,GO:0090729,F
P15926,GO:0052170,P
O75717,GO:0005737,C
O75717,GO:0005654,C
O75717,GO:0003677,F
P07395,GO:0005829,C
P07395,GO:0009328,C
P07395,GO:0042802,F
P07395,GO:0006432,P
Q99816,GO:0005737,C
Q99816,GO:0005829,C
Q99816,GO:0005769,C
Q99816,GO:0005768,C
Q99816,GO:0010008,C
Q99816,GO:0000813,C
Q99816,GO:0070062,C
Q99816,GO:0005770,C
Q99816,GO:0005771,C
Q99816,GO:0005730,C
Q99816,GO:0005886,C
Q99816,GO:0048306,F
Q99816,GO:0003677,F
Q99816,GO:0042803,F
Q99816,GO:0044877,F
Q99816,GO:0003714,F
Q99816,GO:0043130,F
Q99816,GO:0031625,F
Q99816,GO:0046790,F
Q99816,GO:0097352,P
Q99816,GO:0006858,P
Q99816,GO:0016236,P
Q99816,GO:0036258,P
Q99816,GO:0042059,P
Q99816,GO:0007175,P
Q99816,GO:1903543,P
Q99816,GO:1903774,P
Q99816,GO:1903551,P
Q99816,GO:0043405,P
Q99816,GO:0043162,P
Q99816,GO:0046755,P
Q99816,GO:0039702,P
Q99816,GO:0019076,P
P0CY29,GO:0005576,C
P0CY29,GO:1903561,C
P0CY29,GO:0004190,F
P0CY29,GO:0044406,P
P0CY29,GO:0030163,P
P0CY29,GO:0006508,P
P0CY29,GO:0006465,P
P0CY29,GO:0035756,P
Q13404,GO:0005737,C
Q13404,GO:0005829,C
Q13404,GO:0005654,C
Q13404,GO:0032991,C
Q13404,GO:0031372,C
Q13404,GO:0031371,C
Q13404,GO:0000151,C
Q13404,GO:0043123,P
Q13404,GO:0045893,P
Q13404,GO:1902533,P
Q13404,GO:0051092,P
Q13404,GO:1902523,P
Q13404,GO:0070534,P
Q13404,GO:0000209,P
Q13404,GO:0006282,P
Q13404,GO:0006355,P
P0ABB4,GO:0045259,C
P0ABB4,GO:0045261,C
P0ABB4,GO:0046961,F
P0ABB4,GO:0042777,P
P04911,GO:0000786,C
P04911,GO:0031298,C
P04911,GO:0003677,F
P04911,GO:0006325,P
P04911,GO:0006281,P
P04911,GO:0000122,P
O60341,GO:0000785,C
O60341,GO:0000781,C
O60341,GO:1990391,C
O60341,GO:0005654,C
O60341,GO:0005634,C
O60341,GO:0032991,C
O60341,GO:0003682,F
O60341,GO:0032451,F
O60341,GO:0140297,F
O60341,GO:0019899,F
O60341,GO:0140682,F
O60341,GO:0050660,F
O60341,GO:0032452,F
O60341,GO:0032453,F
O60341,GO:0032454,F
O60341,GO:0042802,F
O60341,GO:0043426,F
O60341,GO:0050681,F
O60341,GO:0016491,F
O60341,GO:0002039,F
O60341,GO:0061752,F
O60341,GO:0003713,F
O60341,GO:0071480,P
O60341,GO:0034644,P
O60341,GO:0140861,P
O60341,GO:0043392,P
O60341,GO:0043518,P
O60341,GO:0043433,P
O60341,GO:0045892,P
O60341,GO:1902166,P
O60341,GO:0032091,P
O60341,GO:0000122,P
O60341,GO:0160217,P
O60341,GO:0010718,P
O60341,GO:0002052,P
O60341,GO:0031398,P
O60341,GO:0045944,P
O60341,GO:0006482,P
O60341,GO:0060765,P
O60341,GO:0010569,P
O60341,GO:0032880,P
O60341,GO:0006357,P
P27278,GO:1902503,C
P27278,GO:1902494,C
P27278,GO:0005524,F
P27278,GO:0000987,F
P27278,GO:0042802,F
P27278,GO:0000287,F
P27278,GO:0000309,F
P27278,GO:0071248,P
P27278,GO:0009435,P
P27278,GO:0051289,P
P27278,GO:0010446,P
Q9V4S8,GO:0008180,C
Q9V4S8,GO:0034399,C
Q9V4S8,GO:0036099,P
Q9V4S8,GO:0007281,P
Q9V4S8,GO:0048142,P
Q9V4S8,GO:0048140,P
Q9V4S8,GO:0050821,P
P0AEY8,GO:0005886,C
P0AEY8,GO:0015386,F
P0AEY8,GO:0015385,F
P0AEY8,GO:0030641,P
P0AEY8,GO:0046677,P
P0AEY8,GO:1990961,P
P61254,GO:0005737,C
P61254,GO:0005829,C
P61254,GO:0022625,C
P61254,GO:0022626,C
P61254,GO:0005730,C
P61254,GO:0005654,C
P61254,GO:1990904,C
P61254,GO:0048027,F
P61254,GO:0003735,F
P61254,GO:0071480,P
P61254,GO:0034644,P
P61254,GO:0030330,P
P61254,GO:0043517,P
P61254,GO:1902167,P
P61254,GO:0045727,P
P61254,GO:1904803,P
P61254,GO:0042273,P
P61254,GO:0006364,P
P61254,GO:0006412,P
O17670,GO:0005634,C
O17670,GO:0018991,P
O17670,GO:0048598,P
O17670,GO:0040011,P
O17670,GO:0007501,P
O17670,GO:0043066,P
O17670,GO:0002119,P
O17670,GO:1904747,P
O17670,GO:1900036,P
O17670,GO:1902884,P
O17670,GO:0006355,P
O17670,GO:0048729,P
P08048,GO:0005730,C
P08048,GO:0005654,C
P10826,GO:0005654,C
P10826,GO:0005634,C
P10826,GO:0003677,F
P10826,GO:1990837,F
P10826,GO:0048566,P
P10826,GO:0007165,P
P04370,GO:0071944,C
P04370,GO:0042995,C
P04370,GO:0043218,C
P04370,GO:0033269,C
P04370,GO:0043209,C
P04370,GO:0043025,C
P04370,GO:0032991,C
P04370,GO:0005516,F
P04370,GO:0002020,F
P04370,GO:0061024,P
P04370,GO:0042552,P
P04370,GO:0009636,P
P04370,GO:0007605,P
Q9Z0E3,GO:0005737,C
Q9Z0E3,GO:0001674,C
Q9Z0E3,GO:0001673,C
Q9Z0E3,GO:0016604,C
Q9Z0E3,GO:0005634,C
Q9Z0E3,GO:0042802,F
Q9Z0E3,GO:0006959,P
Q9Z0E3,GO:0045060,P
Q9Z0E3,GO:0002458,P
Q9Z0E3,GO:0032722,P
Q9Z0E3,GO:0045944,P
Q9Z0E3,GO:2000410,P
Q9Z0E3,GO:0097536,P
Q9Z0E3,GO:0006366,P
P0CG47,GO:0005829,C
P0CG47,GO:0030666,C
P0CG47,GO:0005789,C
P0CG47,GO:0010008,C
P0CG47,GO:0005741,C
P0CG47,GO:0005739,C
P0CG47,GO:0043005,C
P0CG47,GO:0043025,C
P0CG47,GO:0005654,C
P0CG47,GO:0005886,C
P0CG47,GO:0047497,P
P0CG47,GO:0048812,P
P0CG47,GO:1902255,P
P0CG47,GO:1902527,P
P0CG47,GO:0031398,P
P0CG47,GO:0051881,P
P0CG47,GO:0043523,P
P0CG47,GO:0061136,P
P39533,GO:0006099,P
P14618,GO:0005737,C
P14618,GO:0005829,C
P14618,GO:0005576,C
P14618,GO:1904813,C
P14618,GO:0043231,C
P14618,GO:0005634,C
P14618,GO:0034774,C
P14618,GO:0035402,F
P14618,GO:0042803,F
P14618,GO:0004713,F
P14618,GO:0004743,F
P14618,GO:0003713,F
P14618,GO:0006096,P
P14618,GO:1903672,P
P14618,GO:0045944,P
P14618,GO:0012501,P
Q75NZ0,GO:0042644,C
Q75NZ0,GO:0009570,C
Q75NZ0,GO:0003677,F
Q75NZ0,GO:0045892,P
Q75NZ0,GO:0019418,P
P62837,GO:0005829,C
P62837,GO:0005654,C
P62837,GO:0032991,C
P62837,GO:0061631,F
P62837,GO:0061630,F
P62837,GO:0004842,F
P62837,GO:0051865,P
P62837,GO:0070936,P
P62837,GO:0036211,P
P62837,GO:0000209,P
P62837,GO:0016567,P
Q8N0Z3,GO:0005814,C
Q8N0Z3,GO:0005813,C
Q8N0Z3,GO:0036064,C
Q8N0Z3,GO:0043231,C
Q8N0Z3,GO:0005886,C
Q8N0Z3,GO:0005819,C
