accession_code,go_id,category
O75751,GO:0042908,P
Q9Y6X0,GO:0005829,C
Q9Y6X0,GO:0016604,C
Q9Y6X0,GO:0005654,C
Q9Y6X0,GO:0005634,C
P05113,GO:0005576,C
P05113,GO:0005615,C
P05113,GO:0005125,F
P05113,GO:0005137,F
P05113,GO:0006954,P
P05113,GO:0038043,P
P05113,GO:0071803,P
O88273,GO:0005615,C
O88273,GO:0036122,F
O88273,GO:0008201,F
O88273,GO:0042802,F
O88273,GO:0019221,P
O88273,GO:0048263,P
O88273,GO:0010172,P
O88273,GO:0030514,P
O88273,GO:0060300,P
O88273,GO:0038098,P
O14842,GO:0005886,C
O14842,GO:0045125,F
O14842,GO:0004930,F
O14842,GO:0032691,P
O14842,GO:0051928,P
O14842,GO:0007204,P
O14842,GO:0070542,P
P0C1S8,GO:0005829,C
P0C1S8,GO:0005654,C
P0C1S8,GO:0005886,C
P83780,GO:0062040,C
P05062,GO:0034451,C
P05062,GO:0005829,C
P05062,GO:0005815,C
P05062,GO:0051117,F
P05062,GO:0008092,F
P05062,GO:0070061,F
P05062,GO:0061609,F
P05062,GO:0004332,F
P05062,GO:0042802,F
P05062,GO:0060090,F
P05062,GO:0030388,P
P05062,GO:0006000,P
P05062,GO:0006096,P
P05062,GO:0006116,P
P05062,GO:1905856,P
P05062,GO:0032781,P
P05062,GO:0070072,P
P14091,GO:0005768,C
P14091,GO:0043231,C
P14091,GO:0004190,F
P14091,GO:0008233,F
P14091,GO:0019886,P
P14091,GO:0006508,P
P62310,GO:0071013,C
P62310,GO:0005829,C
P62310,GO:0120115,C
P62310,GO:0005654,C
P62310,GO:0005634,C
P62310,GO:0071005,C
P62310,GO:0046540,C
P62310,GO:0030629,F
P62310,GO:0006397,P
P62310,GO:0000398,P
P13797,GO:0005829,C
P13797,GO:0005886,C
P13797,GO:0060348,P
Q9NYB9,GO:0005912,C
Q9NYB9,GO:0005737,C
Q9NYB9,GO:0005829,C
Q9NYB9,GO:0032433,C
Q9NYB9,GO:0030027,C
Q9NYB9,GO:0031209,C
Q9NYB9,GO:0008093,F
Q9NYB9,GO:0042802,F
Q9NYB9,GO:0070064,F
Q9NYB9,GO:0017124,F
Q9NYB9,GO:0035591,F
Q9NYB9,GO:0031625,F
Q9NYB9,GO:0016477,P
Q9NYB9,GO:0007010,P
Q9NYB9,GO:0000423,P
Q9NYB9,GO:0018108,P
Q9NYB9,GO:2000601,P
Q9NYB9,GO:0010592,P
Q9NYB9,GO:0016601,P
Q9NYB9,GO:0045186,P
P38011,GO:0005737,C
P38011,GO:0022627,C
P38011,GO:0001965,F
P38011,GO:0005092,F
P38011,GO:0043022,F
P38011,GO:0007186,P
P38011,GO:1990145,P
P38011,GO:0061157,P
P38011,GO:0010629,P
P38011,GO:1902660,P
P38011,GO:0017148,P
P38011,GO:2001125,P
P38011,GO:0070651,P
P38011,GO:0006521,P
P38011,GO:0072344,P
P38011,GO:1990116,P
P78352,GO:0030863,C
P78352,GO:0005829,C
P78352,GO:0030666,C
P78352,GO:0005886,C
P78352,GO:0045211,C
P78352,GO:0045202,C
P78352,GO:0019900,F
P78352,GO:0045184,P
P78352,GO:0007612,P
P78352,GO:0035418,P
P78352,GO:0065003,P
P78352,GO:0007165,P
Q27820,GO:0005829,C
Q27820,GO:0004365,F
Q27820,GO:0070403,F
Q27820,GO:0006096,P
Q27820,GO:0006735,P
Q0P891,GO:0042262,P
Q15843,GO:0005829,C
Q15843,GO:0005654,C
Q15843,GO:0031625,F
Q15843,GO:0009653,P
Q15843,GO:0036211,P
Q15843,GO:0045116,P
Q15843,GO:0006508,P
Q15843,GO:0006511,P
O54785,GO:0005801,C
O54785,GO:0005737,C
O54785,GO:0005634,C
O54785,GO:0004672,F
O54785,GO:0061303,P
O54785,GO:0060322,P
O54785,GO:0007283,P
P18670,GO:0030246,F
P18670,GO:0019862,F
P18014,GO:0005576,C
P18014,GO:0030430,C
P18014,GO:0061630,F
P18014,GO:0034055,P
P18014,GO:0052041,P
P18014,GO:0006511,P
P60010,GO:0030479,C
P60010,GO:0005884,C
P60010,GO:0032432,C
P60010,GO:0000142,C
P60010,GO:0000785,C
P60010,GO:0031011,C
P60010,GO:0035267,C
P60010,GO:0005634,C
P60010,GO:0000812,C
P60010,GO:0005524,F
P60010,GO:0016887,F
P60010,GO:0042802,F
P60010,GO:0005200,F
P60010,GO:0030476,P
P60010,GO:0006338,P
P60010,GO:0006281,P
P60010,GO:0006897,P
P60010,GO:0030010,P
P60010,GO:1902404,P
P60010,GO:0009306,P
P60010,GO:0000011,P
P0DN86,GO:0005576,C
P0DN86,GO:0061696,C
P0DN86,GO:0005179,F
P0DN86,GO:0006915,P
P0DN86,GO:0007267,P
P0DN86,GO:0007292,P
P0DN86,GO:0007165,P
P62136,GO:0005912,C
P62136,GO:0005737,C
P62136,GO:0005829,C
P62136,GO:0005654,C
P62136,GO:0005634,C
P62136,GO:0005886,C
P62136,GO:0000164,C
P62136,GO:0072357,C
P62136,GO:0098641,F
P62136,GO:0005506,F
P62136,GO:0004722,F
P62136,GO:0046914,F
P62136,GO:0016311,P
P62136,GO:0006470,P
P62136,GO:0060828,P
P62136,GO:0042752,P
P62136,GO:0043247,P
O60814,GO:0005829,C
O60814,GO:0005615,C
O60814,GO:0005654,C
O60814,GO:0005634,C
O60814,GO:0019731,P
O60814,GO:0061844,P
O60814,GO:0050829,P
O60814,GO:0050830,P
O60814,GO:0002227,P
O60814,GO:0031640,P
P75391,GO:0033111,C
P75391,GO:0009986,C
P75391,GO:0005829,C
P75391,GO:0009897,C
P75391,GO:0016020,C
P75391,GO:0001968,F
P75391,GO:0031639,P
P75391,GO:0051919,P
O75674,GO:0005737,C
O75674,GO:0005829,C
O75674,GO:0005768,C
O75674,GO:0005764,C
O75674,GO:0030276,F
O75674,GO:0019901,F
O75674,GO:0043130,F
O75674,GO:0032147,P
O75674,GO:0045839,P
O75674,GO:0031954,P
O75674,GO:0007165,P
Q27727,GO:0005829,C
Q27727,GO:0020039,C
Q27727,GO:0000015,C
Q27727,GO:0000287,F
Q27727,GO:0004634,F
Q27727,GO:0042803,F
Q27727,GO:0044403,P
Q27727,GO:0044409,P
P14209,GO:0005737,C
Q9Y2D8,GO:0034451,C
Q9Y2D8,GO:0005813,C
Q9Y2D8,GO:0036064,C
Q9Y2D8,GO:0032991,C
Q9Y2D8,GO:0007098,P
Q9Y2D8,GO:0060271,P
Q9Y2D8,GO:0035735,P
P15336,GO:0000785,C
P15336,GO:0005737,C
P15336,GO:1902562,C
P15336,GO:0005741,C
P15336,GO:0005654,C
P15336,GO:0005634,C
P15336,GO:0090575,C
P15336,GO:0035861,C
P15336,GO:0035497,F
P15336,GO:0008140,F
P15336,GO:0000987,F
P15336,GO:0001228,F
P15336,GO:0003700,F
P15336,GO:0004402,F
P15336,GO:0044013,F
P15336,GO:0010485,F
P15336,GO:0042802,F
P15336,GO:1990841,F
P15336,GO:0019901,F
P15336,GO:0000978,F
P15336,GO:0000977,F
P15336,GO:0061629,F
P15336,GO:1990837,F
P15336,GO:1990253,P
P15336,GO:0006974,P
P15336,GO:0031573,P
P15336,GO:0016525,P
P15336,GO:0000122,P
P15336,GO:0018107,P
P15336,GO:0110024,P
P15336,GO:0051091,P
P15336,GO:0010628,P
P15336,GO:1902110,P
P15336,GO:0045944,P
P15336,GO:0006355,P
P15336,GO:0006357,P
P15336,GO:0006970,P
P15336,GO:0045815,P
P0A8M3,GO:0005737,C
P0A8M3,GO:0005829,C
P0A8M3,GO:0002161,F
P0A8M3,GO:0004812,F
P0A8M3,GO:0005524,F
P0A8M3,GO:0048027,F
P0A8M3,GO:0000900,F
P0A8M3,GO:0042803,F
P0A8M3,GO:0003723,F
P0A8M3,GO:0004829,F
P0A8M3,GO:0008270,F
P0A8M3,GO:0045947,P
P0A8M3,GO:0006417,P
P0A8M3,GO:0006435,P
P0A8M3,GO:0043039,P
P0A8M3,GO:0006418,P
P36873,GO:0005737,C
P36873,GO:0005829,C
P36873,GO:0005739,C
P36873,GO:0005730,C
P36873,GO:0005634,C
P36873,GO:0032991,C
P36873,GO:0072357,C
P36873,GO:0004721,F
P36873,GO:0019901,F
P36873,GO:0004722,F
P36873,GO:0000165,P
P36873,GO:0000070,P
P36873,GO:0006470,P
P36873,GO:0042752,P
Q9CXW4,GO:0005737,C
Q9CXW4,GO:0005829,C
Q9CXW4,GO:0022625,C
Q9CXW4,GO:0005730,C
Q9CXW4,GO:0003735,F
Q9CXW4,GO:0032435,P
Q9CXW4,GO:1901798,P
Q9CXW4,GO:0034504,P
P00044,GO:0005758,C
P00044,GO:1901612,F
P00044,GO:0009055,F
P00044,GO:0006123,P
P00044,GO:0006122,P
A0A0H3LHU4,GO:0005829,C
A0A0H3LHU4,GO:0005576,C
A0A0H3LHU4,GO:0043531,F
A0A0H3LHU4,GO:0005524,F
A0A0H3LHU4,GO:0050897,F
A0A0H3LHU4,GO:0019003,F
A0A0H3LHU4,GO:0004356,F
A0A0H3LHU4,GO:0005525,F
A0A0H3LHU4,GO:0000287,F
A0A0H3LHU4,GO:0030145,F
A0A0H3LHU4,GO:0051260,P
O43291,GO:0005737,C
O43291,GO:0005576,C
O43291,GO:0005794,C
O43291,GO:0043231,C
O43291,GO:0016020,C
O43291,GO:0004866,F
O43291,GO:0004867,F
O43291,GO:2000146,P
O43291,GO:0022408,P
P12670,GO:0005737,C
P12670,GO:0005773,C
P12670,GO:0052736,F
P12670,GO:0061760,P
P12670,GO:0009651,P
P12670,GO:0009615,P
P45850,GO:1902693,C
P45850,GO:0042802,F
P45850,GO:0030145,F
P45850,GO:0050162,F
P45850,GO:0004784,F
P45850,GO:0019430,P
P14755,GO:0005829,C
P14755,GO:0050104,F
P14755,GO:0070403,F
P14755,GO:0042803,F
P0A7L0,GO:0005737,C
P0A7L0,GO:0005829,C
P0A7L0,GO:0022625,C
P0A7L0,GO:0003735,F
P0A7L0,GO:0045947,P
P0A7L0,GO:0000027,P
O43278,GO:0005576,C
O43278,GO:0016020,C
P04899,GO:0005813,C
P04899,GO:0036064,C
P04899,GO:0005737,C
P04899,GO:0005829,C
P04899,GO:0030496,C
P04899,GO:0005654,C
P04899,GO:0005886,C
P04899,GO:0051301,P
P04899,GO:0007186,P
P04899,GO:0007194,P
P04899,GO:0008284,P
P04899,GO:0007584,P
P04899,GO:0007165,P
P30822,GO:0000776,C
P30822,GO:0005634,C
P30822,GO:0005816,C
P30822,GO:0061608,F
P30822,GO:0030619,F
P30822,GO:0030620,F
P30822,GO:0030621,F
P30822,GO:0030623,F
P30822,GO:0017070,F
P30822,GO:0006406,P
P30822,GO:0051168,P
P30822,GO:0006611,P
P30822,GO:0034501,P
P30822,GO:0000055,P
P30822,GO:0006409,P
P30822,GO:0071528,P
O76093,GO:0005576,C
O76093,GO:0005730,C
O76093,GO:0005105,F
O76093,GO:0005111,F
O76093,GO:0009653,P
O76093,GO:0007267,P
O76093,GO:0045766,P
O76093,GO:0043536,P
O76093,GO:2000546,P
O76093,GO:0043406,P
O76093,GO:0007165,P
O70209,GO:0015629,C
O70209,GO:0030018,C
O70209,GO:0008092,F
O70209,GO:0008307,F
O70209,GO:0007015,P
O70209,GO:0007507,P
O96013,GO:0005829,C
O96013,GO:0005794,C
O96013,GO:0004674,F
O96013,GO:0006915,P
O96013,GO:0016477,P
O96013,GO:0007010,P
O96013,GO:2000352,P
O96013,GO:0045766,P
O96013,GO:0001558,P
O96013,GO:0007165,P
A0A4P8DY91,GO:0008171,F
A0A4P8DY91,GO:0008757,F
A0A4P8DY91,GO:0009805,P
A0A4P8DY91,GO:0042542,P
A0A4P8DY91,GO:0009411,P
Q00534,GO:0005813,C
Q00534,GO:0097131,C
Q00534,GO:0097133,C
Q00534,GO:0000307,C
Q00534,GO:0005737,C
Q00534,GO:0005829,C
Q00534,GO:0005654,C
Q00534,GO:0005634,C
Q00534,GO:0001726,C
Q00534,GO:0005524,F
Q00534,GO:0030332,F
Q00534,GO:0004693,F
Q00534,GO:0098770,F
Q00534,GO:0043697,P
Q00534,GO:0000082,P
Q00534,GO:0042063,P
Q00534,GO:0045786,P
Q00534,GO:0045596,P
Q00534,GO:0008285,P
Q00534,GO:2000773,P
Q00534,GO:0050680,P
Q00534,GO:0045656,P
Q00534,GO:0045638,P
Q00534,GO:0045668,P
Q00534,GO:0001954,P
Q00534,GO:0048146,P
Q00534,GO:0006468,P
Q00534,GO:0051726,P
Q00534,GO:0045646,P
Q00534,GO:0010468,P
Q00534,GO:0009615,P
Q00534,GO:0003323,P
O43896,GO:0005783,C
O43896,GO:0005794,C
O43896,GO:0003774,F
O43896,GO:0006890,P
P0AG30,GO:0005829,C
P0AG30,GO:0042802,F
P0AG30,GO:0003723,F
P0AG30,GO:0006353,P
O15530,GO:0042995,C
O15530,GO:0005737,C
O15530,GO:0005829,C
O15530,GO:0005886,C
O15530,GO:0004676,F
O15530,GO:0016004,F
O15530,GO:0043274,F
O15530,GO:0004674,F
O15530,GO:0030036,P
O15530,GO:0032148,P
O15530,GO:0019722,P
O15530,GO:0016477,P
O15530,GO:0071364,P
O15530,GO:0032869,P
O15530,GO:0007173,P
O15530,GO:0097191,P
O15530,GO:0035556,P
O15530,GO:2000352,P
O15530,GO:0030512,P
O15530,GO:0018107,P
O15530,GO:0043491,P
O15530,GO:0045766,P
O15530,GO:0043536,P
O15530,GO:0051897,P
O15530,GO:0010518,P
O15530,GO:1903078,P
O15530,GO:0051281,P
O15530,GO:1903672,P
O15530,GO:1905564,P
O15530,GO:0046777,P
O15530,GO:0006468,P
O15530,GO:0043122,P
O15530,GO:0031295,P
O15530,GO:0097700,P
O75688,GO:0005829,C
O75688,GO:0005730,C
O75688,GO:0004722,F
O75688,GO:0043124,P
O75688,GO:0050687,P
O75688,GO:0032688,P
O75688,GO:1901223,P
O75688,GO:0035970,P
O75688,GO:0006470,P
P0DPK2,GO:0005654,C
P0DPK2,GO:0000786,C
P0DPK2,GO:0031492,F
O95235,GO:0032154,C
O95235,GO:0045171,C
O95235,GO:0030496,C
O95235,GO:0072686,C
O95235,GO:0005654,C
O95235,GO:0005819,C
O95235,GO:0019901,F
O95235,GO:0001578,P
O95235,GO:0061952,P
O95235,GO:0000281,P
O95235,GO:0032465,P
Q9Y6Q9,GO:0000785,C
Q9Y6Q9,GO:0005737,C
Q9Y6Q9,GO:0005829,C
Q9Y6Q9,GO:0005654,C
Q9Y6Q9,GO:0005634,C
Q9Y6Q9,GO:0032991,C
Q9Y6Q9,GO:0097718,F
Q9Y6Q9,GO:0004402,F
Q9Y6Q9,GO:0016922,F
Q9Y6Q9,GO:0003713,F
Q9Y6Q9,GO:0071392,P
Q9Y6Q9,GO:0045618,P
Q9Y6Q9,GO:0045944,P
Q9Y6Q9,GO:0035624,P
Q9Y6Q9,GO:0048384,P
Q9Y6Q9,GO:0070561,P
B9EHT4,GO:0005886,C
B9EHT4,GO:0005802,C
B9EHT4,GO:0045444,P
B9EHT4,GO:0010828,P
B9EHT4,GO:1903078,P
B9EHT4,GO:0001934,P
Q7WTU1,GO:0005884,C
Q7WTU1,GO:0003779,F
Q7WTU1,GO:0044409,P
Q8IZU0,GO:0005694,C
Q8IZU0,GO:0005737,C
Q8IZU0,GO:0005654,C
Q8IZU0,GO:0005634,C
P30041,GO:0035578,C
P30041,GO:0005737,C
P30041,GO:0005576,C
P30041,GO:0005634,C
P30041,GO:0048471,C
P30041,GO:0047184,F
P30041,GO:0047499,F
P30041,GO:0004602,F
P30041,GO:0042802,F
P30041,GO:0004623,F
P30041,GO:0031625,F
P30041,GO:0098869,P
P30041,GO:0046475,P
P30041,GO:0048026,P
P30041,GO:0006979,P
P01236,GO:0031904,C
P01236,GO:0005576,C
P01236,GO:0001937,P
P01236,GO:0043123,P
P01236,GO:1902895,P
P01236,GO:0046427,P
P01236,GO:0038161,P
O60684,GO:0005829,C
O60684,GO:0042564,C
O60684,GO:0075506,P
O60684,GO:1903902,P
P04397,GO:0005829,C
P04397,GO:0004034,F
P04397,GO:0003978,F
P04397,GO:0033499,P
O95760,GO:0005737,C
O95760,GO:0005576,C
O95760,GO:0005615,C
O95760,GO:0043231,C
O95760,GO:0005654,C
O95760,GO:0005634,C
O95760,GO:0005125,F
O95760,GO:0106015,P
O95760,GO:0000122,P
O95760,GO:0032722,P
O95760,GO:0043032,P
O95760,GO:0150078,P
P19880,GO:0005737,C
P19880,GO:0005634,C
P19880,GO:0003700,F
P19880,GO:0060090,F
P19880,GO:0034599,P
P19880,GO:1900101,P
P19880,GO:0006357,P
P19880,GO:0009408,P
P19880,GO:0000304,P
P50570,GO:0005814,C
P50570,GO:0005813,C
P50570,GO:0030136,C
P50570,GO:0005829,C
P50570,GO:0030666,C
P50570,GO:0005768,C
P50570,GO:0005794,C
P50570,GO:0000139,C
P50570,GO:0005874,C
P50570,GO:0045211,C
P50570,GO:0055037,C
P50570,GO:0001931,C
P50570,GO:0003924,F
P50570,GO:0005546,F
P50570,GO:0017124,F
P50570,GO:0061572,P
P50570,GO:0019886,P
P50570,GO:0006914,P
P50570,GO:0006897,P
P50570,GO:0061024,P
P50570,GO:0097749,P
P50570,GO:1903526,P
P50570,GO:0006892,P
P50570,GO:0051258,P
P50570,GO:0031623,P
P50570,GO:0006898,P
P50570,GO:0033572,P
P50570,GO:0099050,P
P04351,GO:0005615,C
P04351,GO:0005125,F
P04351,GO:0005134,F
P04351,GO:0050798,P
P04351,GO:0097192,P
P04351,GO:0010467,P
P04351,GO:0046651,P
P04351,GO:0050728,P
P04351,GO:0050672,P
P04351,GO:2000320,P
P04351,GO:0042104,P
P04351,GO:0002639,P
P04351,GO:0048304,P
P04351,GO:0042102,P
P04351,GO:0045944,P
P04351,GO:0032729,P
P04351,GO:2000561,P
P04351,GO:0046013,P
P04351,GO:0042098,P
P04351,GO:0006366,P
P14868,GO:0017101,C
P14868,GO:0005737,C
P14868,GO:0005829,C
P14868,GO:0004046,F
P14868,GO:0065003,P
P14868,GO:0006412,P
P01210,GO:0005788,C
P01210,GO:0005576,C
P01210,GO:0005184,F
P01210,GO:0007165,P
P03126,GO:0042802,F
P03126,GO:0030165,F
P03126,GO:0090630,P
P03126,GO:0045944,P
P03126,GO:0030162,P
P03126,GO:0039653,P
Q9BQB6,GO:0005783,C
Q9BQB6,GO:0005789,C
Q9BQB6,GO:0047058,F
Q9BQB6,GO:0047057,F
Q9BQB6,GO:0007596,P
Q9BQB6,GO:0017187,P
Q9BQB6,GO:0042373,P
Q9BQB6,GO:0006805,P
Q96LK0,GO:0005814,C
Q96LK0,GO:0005813,C
Q96LK0,GO:0036064,C
Q96LK0,GO:0005929,C
Q96LK0,GO:0005829,C
Q96LK0,GO:0005654,C
Q96LK0,GO:0000922,C
Q96LK0,GO:0060271,P
Q96LK0,GO:0034454,P
Q96LK0,GO:0097712,P
P06702,GO:1990660,C
P06702,GO:0005737,C
P06702,GO:0005856,C
P06702,GO:0005829,C
P06702,GO:0005615,C
P06702,GO:0005886,C
P06702,GO:1990662,C
P06702,GO:0034774,C
P06702,GO:0050544,F
P06702,GO:0008017,F
P06702,GO:0050786,F
P06702,GO:0035662,F
P06702,GO:0008270,F
P06702,GO:0061844,P
P06702,GO:0006914,P
P06702,GO:0007267,P
P06702,GO:0042742,P
P06702,GO:0050832,P
P06702,GO:0006954,P
P06702,GO:0002523,P
P06702,GO:0035821,P
P06702,GO:0070488,P
P06702,GO:0030593,P
P06702,GO:0035606,P
P06702,GO:0030307,P
P06702,GO:0050729,P
P06702,GO:2001244,P
P06702,GO:0051092,P
P06702,GO:0051493,P
Q3UVR3,GO:0005814,C
Q3UVR3,GO:0036064,C
Q3UVR3,GO:0097546,C
Q3UVR3,GO:0035869,C
Q3UVR3,GO:0004674,F
Q3UVR3,GO:0021681,P
Q3UVR3,GO:0021935,P
Q3UVR3,GO:0021549,P
Q3UVR3,GO:0060271,P
Q3UVR3,GO:1990403,P
Q3UVR3,GO:0042733,P
Q3UVR3,GO:0030900,P
Q3UVR3,GO:1903828,P
Q3UVR3,GO:0021915,P
Q3UVR3,GO:1902857,P
Q3UVR3,GO:0008104,P
Q3UVR3,GO:0033365,P
Q3UVR3,GO:0008589,P
Q3UVR3,GO:0007224,P
P02359,GO:0005737,C
P02359,GO:0005829,C
P02359,GO:0022627,C
P02359,GO:0003729,F
P02359,GO:0019843,F
P02359,GO:0003735,F
P02359,GO:0017148,P
P02359,GO:0000028,P
P15891,GO:0030479,C
P15891,GO:0005938,C
P15891,GO:0051015,F
P15891,GO:0000147,P
P15891,GO:0051016,P
P15891,GO:2000601,P
P15891,GO:0044379,P
P62263,GO:0005829,C
P62263,GO:0022626,C
P62263,GO:0022627,C
P62263,GO:0005730,C
P62263,GO:0005654,C
P62263,GO:0014069,C
P62263,GO:0032040,C
P62263,GO:0048027,F
P62263,GO:0003735,F
P62263,GO:0045182,F
P62263,GO:0002181,P
P62263,GO:0030218,P
P62263,GO:0000122,P
P62263,GO:0042274,P
P62263,GO:0006412,P
Q8R010,GO:0017101,C
Q8R010,GO:0005634,C
Q8R010,GO:0060090,F
Q8R010,GO:0008285,P
Q8R010,GO:0031398,P
Q8R010,GO:0016567,P
Q8R010,GO:0065003,P
Q8R010,GO:0060510,P
P04696,GO:0001750,C
P04696,GO:0042622,C
P04385,GO:0005737,C
P04385,GO:0005667,C
P04385,GO:0004335,F
P04385,GO:0046835,P
P04385,GO:0033499,P
P04385,GO:0000411,P
Q05128,GO:0033644,C
Q05128,GO:0045121,C
Q05128,GO:0042802,F
Q05128,GO:0075733,P
Q05128,GO:0044414,P
Q05128,GO:0140533,P
Q05128,GO:0046755,P
Q05128,GO:0046761,P
P00803,GO:0005886,C
P00803,GO:0004175,F
P00803,GO:0008233,F
P00803,GO:0004252,F
P00803,GO:0016485,P
P00803,GO:0006508,P
P00803,GO:0006465,P
P01225,GO:0005737,C
P01225,GO:0005576,C
P01225,GO:0005615,C
P01225,GO:0016914,C
P01225,GO:0016913,F
P01225,GO:0007292,P
P01225,GO:0007565,P
P01225,GO:0007186,P
P01225,GO:0010893,P
P01225,GO:0006701,P
P01225,GO:0010469,P
P01225,GO:0007179,P
O75795,GO:0005789,C
O75795,GO:0016020,C
O75795,GO:0015020,F
O75795,GO:0008210,P
O75795,GO:0008202,P
O75795,GO:0006805,P
P0DJD3,GO:0005730,C
P0DJD3,GO:0005654,C
P0DJD3,GO:0003729,F
P0DJD3,GO:0000381,P
Q21921,GO:0000781,C
Q21921,GO:0005737,C
Q21921,GO:0005634,C
Q21921,GO:0048471,C
Q21921,GO:0019213,F
Q21921,GO:0141051,F
Q21921,GO:0040024,P
Q21921,GO:0008340,P
Q21921,GO:0008630,P
P09446,GO:0005737,C
P09446,GO:0005829,C
P09446,GO:0005634,C
P09446,GO:0016887,F
P09446,GO:0008340,P
P09446,GO:0009408,P
P09446,GO:0042147,P
P98175,GO:0016607,C
P98175,GO:0005654,C
P98175,GO:0005634,C
P98175,GO:0032991,C
P98175,GO:0042802,F
P98175,GO:0035198,F
P25788,GO:0005737,C
P25788,GO:0005829,C
P25788,GO:0005654,C
P25788,GO:0005634,C
P25788,GO:0000502,C
P25788,GO:0005839,C
P25788,GO:0031625,F
P25788,GO:0043161,P
O75815,GO:0019900,F
O75815,GO:0001784,F
O75815,GO:0086100,P
O75815,GO:0007173,P
O75815,GO:0008286,P
O75815,GO:0008284,P
O75815,GO:0043547,P
O75815,GO:0043410,P
O75815,GO:0009410,P
O75815,GO:0007165,P
P25539,GO:0008703,F
P25539,GO:0008835,F
P25539,GO:0050661,F
P25539,GO:0009231,P
Q8WYB5,GO:0070776,C
Q8WYB5,GO:0005654,C
Q8WYB5,GO:0005634,C
Q8WYB5,GO:0004402,F
Q8WYB5,GO:0036408,F
Q8WYB5,GO:0061733,F
Q8WYB5,GO:0003713,F
Q8WYB5,GO:0045892,P
Q8WYB5,GO:0045893,P
Q8WYB5,GO:0006355,P
Q06449,GO:0030479,C
Q06449,GO:0005737,C
Q06449,GO:0034316,P
O02372,GO:0005576,C
O02372,GO:0035275,F
O02372,GO:0035274,F
O02372,GO:0005549,F
O02372,GO:0007619,P
O02372,GO:0042048,P
O02372,GO:0045471,P
O02372,GO:0019236,P
O02372,GO:0007608,P
P42834,GO:0005743,C
P42834,GO:0001405,C
P42834,GO:0001671,F
P42834,GO:0030150,P
P08237,GO:0005945,C
P08237,GO:0016324,C
P08237,GO:0005829,C
P08237,GO:0005634,C
P08237,GO:0003872,F
P08237,GO:0005524,F
P08237,GO:0070061,F
P08237,GO:0042802,F
P08237,GO:0019900,F
P08237,GO:0006002,P
P08237,GO:0006096,P
P08237,GO:0061615,P
P08237,GO:0046716,P
P08237,GO:0045944,P
Q9URB4,GO:0009986,C
Q9URB4,GO:0009277,C
Q9URB4,GO:0030446,C
Q9URB4,GO:0005886,C
Q9URB4,GO:0051701,P
Q9URB4,GO:0071466,P
Q9URB4,GO:0052553,P
Q05086,GO:0061630,F
Q05086,GO:0004842,F
Q05086,GO:0007420,P
Q05086,GO:0031398,P
Q05086,GO:0050847,P
Q05086,GO:0051865,P
Q05086,GO:0070936,P
Q05086,GO:0006508,P
Q05086,GO:0042752,P
Q05086,GO:2000058,P
Q05086,GO:0032570,P
Q05086,GO:0006511,P
O14788,GO:0005576,C
O14788,GO:0005886,C
O14788,GO:0005125,F
O14788,GO:0032813,F
O14788,GO:0019221,P
O14788,GO:0002548,P
O14788,GO:0030316,P
O14788,GO:0045780,P
O14788,GO:0070374,P
O14788,GO:0034112,P
O14788,GO:1902533,P
O14788,GO:0043406,P
O14788,GO:0051092,P
O14788,GO:0045672,P
O14788,GO:0050870,P
O14788,GO:0045944,P
O14788,GO:0033209,P
Q6ZNA4,GO:0005829,C
Q6ZNA4,GO:0005654,C
Q6ZNA4,GO:0032184,F
Q6ZNA4,GO:0061630,F
Q6ZNA4,GO:0070911,P
Q6ZNA4,GO:0016567,P
P12530,GO:0004052,F
P12530,GO:0050473,F
P12530,GO:0019369,P
P12530,GO:0019395,P
P12530,GO:0043651,P
P12530,GO:0006629,P
P12530,GO:0019372,P
P14921,GO:0005654,C
P14921,GO:0005634,C
P14921,GO:0001228,F
P14921,GO:0003700,F
P14921,GO:0000981,F
P14921,GO:0042802,F
P14921,GO:0003676,F
P14921,GO:0000978,F
P14921,GO:0061629,F
P14921,GO:0000976,F
P14921,GO:0001222,F
P14921,GO:0048870,P
P14921,GO:0006955,P
P14921,GO:0045786,P
P14921,GO:0008285,P
P14921,GO:0030578,P
P14921,GO:0045766,P
P14921,GO:0043536,P
P14921,GO:0045893,P
P14921,GO:0010595,P
P14921,GO:0045648,P
P14921,GO:0010628,P
P14921,GO:0050729,P
P14921,GO:1904996,P
P14921,GO:1902895,P
P14921,GO:0045944,P
P14921,GO:0045765,P
P14921,GO:0042981,P
P14921,GO:0046677,P
P14921,GO:0006366,P
P0A7W7,GO:0005737,C
P0A7W7,GO:0005829,C
P0A7W7,GO:0022627,C
P0A7W7,GO:0019843,F
P0A7W7,GO:0003735,F
P0A7W7,GO:0043488,P
P0A7W7,GO:0000028,P
O75570,GO:0005739,C
O75570,GO:0003747,F
O75570,GO:0016149,F
O75570,GO:0070126,P
P99029,GO:0140824,F
P09104,GO:0005829,C
P09104,GO:0016020,C
P09104,GO:0005886,C
P09104,GO:0061621,P
P09104,GO:0006094,P
P42227,GO:0005737,C
P42227,GO:0005829,C
P42227,GO:0005654,C
P42227,GO:0005634,C
P42227,GO:0005886,C
P42227,GO:0032991,C
P42227,GO:0005667,C
P42227,GO:0003677,F
P42227,GO:0003700,F
P42227,GO:0000981,F
P42227,GO:0042802,F
P42227,GO:0046983,F
P42227,GO:0042803,F
P42227,GO:0019901,F
P42227,GO:0140311,F
